# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1             	1.330835e+00	6.692313e-01	6.616038e-01	-3.958711e-02	5.452140e-01	-5.848011e-01	5.650076e-01	3.813759e-03	-2.008843e-03	-2.212670e-02	-1.307219e-02	-9.054507e-03
2             	1.527014e+00	7.711788e-01	7.558350e-01	-5.353750e-02	6.247537e-01	-6.782913e-01	6.515225e-01	7.671906e-03	-2.990820e-03	-3.201917e-02	-1.900041e-02	-1.301877e-02
3             	1.341740e+00	6.782320e-01	6.635078e-01	-3.949036e-02	5.548779e-01	-5.943683e-01	5.746231e-01	7.362083e-03	-8.614943e-04	-2.905782e-02	-1.539040e-02	-1.366741e-02
4             	1.091431e+00	5.500263e-01	5.414044e-01	-2.855003e-02	4.521687e-01	-4.807188e-01	4.664438e-01	4.310959e-03	1.930253e-03	-1.942793e-02	-7.783711e-03	-1.164422e-02
5             	8.908176e-01	4.463358e-01	4.444819e-01	-2.157728e-02	3.674748e-01	-3.890520e-01	3.782634e-01	9.269410e-04	4.338999e-03	-1.082659e-02	-1.074294e-03	-9.752293e-03
6             	7.405554e-01	3.699579e-01	3.705975e-01	-1.023336e-02	3.069905e-01	-3.172238e-01	3.121071e-01	-3.198064e-04	4.274872e-03	-8.149865e-03	1.999396e-04	-8.349805e-03
7             	6.343323e-01	3.173369e-01	3.169954e-01	7.317206e-04	2.651932e-01	-2.644615e-01	2.648273e-01	1.707040e-04	2.186352e-03	-9.585907e-03	-2.606602e-03	-6.979305e-03
8             	5.629493e-01	2.835658e-01	2.793835e-01	7.803961e-03	2.362073e-01	-2.284034e-01	2.323054e-01	2.091148e-03	-1.229051e-03	-1.458331e-02	-8.520705e-03	-6.062603e-03
9             	5.162911e-01	2.634624e-01	2.528288e-01	1.220100e-02	2.165129e-01	-2.043119e-01	2.104124e-01	5.316785e-03	-4.974254e-03	-2.217145e-02	-1.605998e-02	-6.111469e-03
10            	4.855975e-01	2.508094e-01	2.347881e-01	1.583140e-02	2.030851e-01	-1.872537e-01	1.951694e-01	8.010661e-03	-7.973709e-03	-2.820193e-02	-2.207467e-02	-6.127255e-03
11            	4.650149e-01	2.426977e-01	2.223172e-01	1.952410e-02	1.946965e-01	-1.751724e-01	1.849344e-01	1.019027e-02	-9.916003e-03	-3.260343e-02	-2.621772e-02	-6.385713e-03
12            	4.512523e-01	2.362113e-01	2.150410e-01	2.498746e-02	1.911135e-01	-1.661261e-01	1.786198e-01	1.058517e-02	-1.031752e-02	-3.287549e-02	-2.675526e-02	-6.120221e-03
13            	4.427605e-01	2.311989e-01	2.115616e-01	3.130252e-02	1.909196e-01	-1.596170e-01	1.752683e-01	9.818645e-03	-1.015778e-02	-3.094014e-02	-2.562785e-02	-5.312294e-03
14            	4.386327e-01	2.280842e-01	2.105485e-01	3.762059e-02	1.934395e-01	-1.558189e-01	1.746292e-01	8.767835e-03	-9.909698e-03	-2.845841e-02	-2.413890e-02	-4.319505e-03
15            	4.357766e-01	2.259297e-01	2.098469e-01	4.367569e-02	1.967351e-01	-1.530595e-01	1.748973e-01	8.041390e-03	-9.687442e-03	-2.662800e-02	-2.300144e-02	-3.626558e-03
16            	4.330925e-01	2.240959e-01	2.089966e-01	4.878695e-02	1.997742e-01	-1.509872e-01	1.753807e-01	7.549668e-03	-9.939028e-03	-2.572633e-02	-2.280219e-02	-2.924138e-03
17            	4.304379e-01	2.223080e-01	2.081299e-01	5.272334e-02	2.018355e-01	-1.491122e-01	1.754739e-01	7.089024e-03	-1.056222e-02	-2.498865e-02	-2.305654e-02	-1.932106e-03
18            	4.292092e-01	2.208631e-01	2.083461e-01	5.464080e-02	2.033826e-01	-1.487418e-01	1.760622e-01	6.258494e-03	-1.075445e-02	-2.312826e-02	-2.231858e-02	-8.096836e-04
19            	4.288252e-01	2.195374e-01	2.092878e-01	5.492955e-02	2.044296e-01	-1.495001e-01	1.769649e-01	5.124807e-03	-1.000761e-02	-2.016079e-02	-2.008801e-02	-7.278547e-05
20            	4.287771e-01	2.183095e-01	2.104676e-01	5.415399e-02	2.049152e-01	-1.507613e-01	1.778383e-01	3.920974e-03	-8.271756e-03	-1.663500e-02	-1.658926e-02	-4.574337e-05
21            	4.283636e-01	2.171017e-01	2.112619e-01	5.296528e-02	2.046640e-01	-1.516987e-01	1.781814e-01	2.919889e-03	-5.661650e-03	-1.311318e-02	-1.221824e-02	-8.949397e-04
22            	4.277428e-01	2.160332e-01	2.117096e-01	5.226190e-02	2.038682e-01	-1.516063e-01	1.777372e-01	2.161759e-03	-2.735404e-03	-9.921599e-03	-7.696204e-03	-2.225396e-03
23            	4.265175e-01	2.146723e-01	2.118452e-01	5.247019e-02	2.025290e-01	-1.500588e-01	1.762939e-01	1.413542e-03	1.417968e-05	-6.898073e-03	-3.434857e-03	-3.463216e-03
24            	4.247693e-01	2.130401e-01	2.117292e-01	5.357733e-02	2.008393e-01	-1.472620e-01	1.740507e-01	6.554232e-04	2.066870e-03	-4.483845e-03	-1.750524e-04	-4.308793e-03
25            	4.226788e-01	2.114024e-01	2.112764e-01	5.519645e-02	1.990254e-01	-1.438289e-01	1.714272e-01	6.296198e-05	3.224099e-03	-2.979571e-03	1.734314e-03	-4.713885e-03
26            	4.209329e-01	2.101883e-01	2.107446e-01	5.698132e-02	1.974858e-01	-1.405045e-01	1.689951e-01	-2.781959e-04	3.575894e-03	-2.629053e-03	2.261368e-03	-4.890421e-03
27            	4.193351e-01	2.091952e-01	2.101399e-01	5.863154e-02	1.961937e-01	-1.375622e-01	1.668779e-01	-4.723138e-04	3.339237e-03	-3.175718e-03	1.751378e-03	-4.927095e-03
28            	4.181448e-01	2.082194e-01	2.099254e-01	5.999711e-02	1.952879e-01	-1.352908e-01	1.652894e-01	-8.530103e-04	2.792808e-03	-3.630493e-03	9.775617e-04	-4.608055e-03
29            	4.171800e-01	2.071859e-01	2.099941e-01	6.112338e-02	1.947752e-01	-1.336518e-01	1.642135e-01	-1.404073e-03	2.297370e-03	-3.663878e-03	4.654305e-04	-4.129309e-03
30            	4.165985e-01	2.061751e-01	2.104234e-01	6.199655e-02	1.945959e-01	-1.325994e-01	1.635976e-01	-2.124172e-03	2.160751e-03	-3.061678e-03	6.299116e-04	-3.691590e-03
31            	4.163133e-01	2.052232e-01	2.110901e-01	6.273620e-02	1.946401e-01	-1.319039e-01	1.632720e-01	-2.933432e-03	2.488934e-03	-1.756684e-03	1.610592e-03	-3.367276e-03
32            	4.160876e-01	2.043790e-01	2.117087e-01	6.352654e-02	1.947248e-01	-1.311983e-01	1.629616e-01	-3.664832e-03	2.999343e-03	-2.270729e-04	2.885807e-03	-3.112879e-03
33            	4.158555e-01	2.036429e-01	2.122126e-01	6.420612e-02	1.947958e-01	-1.305897e-01	1.626927e-01	-4.284840e-03	3.426664e-03	1.132324e-03	3.992825e-03	-2.860502e-03
34            	4.155454e-01	2.029351e-01	2.126103e-01	6.489174e-02	1.948064e-01	-1.299146e-01	1.623605e-01	-4.837612e-03	3.676246e-03	2.078510e-03	4.715501e-03	-2.636991e-03
35            	4.151317e-01	2.021743e-01	2.129575e-01	6.554792e-02	1.946963e-01	-1.291484e-01	1.619224e-01	-5.391603e-03	3.698427e-03	2.740409e-03	5.068632e-03	-2.328223e-03
36            	4.145620e-01	2.013294e-01	2.132326e-01	6.636697e-02	1.945259e-01	-1.281590e-01	1.613424e-01	-5.951618e-03	3.599583e-03	3.242736e-03	5.220950e-03	-1.978215e-03
37            	4.139061e-01	2.004361e-01	2.134700e-01	6.708900e-02	1.942444e-01	-1.271554e-01	1.606999e-01	-6.516918e-03	3.519818e-03	3.816810e-03	5.428223e-03	-1.611413e-03
38            	4.130655e-01	1.993752e-01	2.136903e-01	6.740037e-02	1.938156e-01	-1.264152e-01	1.601154e-01	-7.157544e-03	3.534140e-03	4.724965e-03	5.896622e-03	-1.171658e-03
39            	4.120955e-01	1.982278e-01	2.138677e-01	6.724603e-02	1.932464e-01	-1.260004e-01	1.596234e-01	-7.819923e-03	3.630915e-03	5.911687e-03	6.586759e-03	-6.750715e-04
40            	4.109912e-01	1.970948e-01	2.138964e-01	6.684243e-02	1.926556e-01	-1.258131e-01	1.592343e-01	-8.400804e-03	3.784665e-03	7.155679e-03	7.362504e-03	-2.068253e-04
41            	4.099714e-01	1.961809e-01	2.137904e-01	6.636069e-02	1.921476e-01	-1.257869e-01	1.589673e-01	-8.804760e-03	3.951883e-03	8.213878e-03	8.058822e-03	1.550557e-04
42            	4.092187e-01	1.955757e-01	2.136430e-01	6.597630e-02	1.919235e-01	-1.259472e-01	1.589353e-01	-9.033628e-03	4.217707e-03	8.997310e-03	8.716362e-03	2.809480e-04
43            	4.087536e-01	1.952489e-01	2.135046e-01	6.576849e-02	1.917659e-01	-1.259974e-01	1.588817e-01	-9.127848e-03	4.566360e-03	9.535370e-03	9.334045e-03	2.013253e-04
44            	4.085681e-01	1.951707e-01	2.133974e-01	6.585889e-02	1.916798e-01	-1.258209e-01	1.587504e-01	-9.113354e-03	5.011770e-03	9.823228e-03	9.923385e-03	-1.001564e-04
45            	4.085564e-01	1.952303e-01	2.133260e-01	6.635729e-02	1.916074e-01	-1.252501e-01	1.584288e-01	-9.047840e-03	5.505383e-03	9.899277e-03	1.045502e-02	-5.557445e-04
46            	4.085848e-01	1.953658e-01	2.132189e-01	6.708945e-02	1.914642e-01	-1.243747e-01	1.579195e-01	-8.926540e-03	6.005961e-03	9.714386e-03	1.086315e-02	-1.148768e-03
47            	4.085899e-01	1.954560e-01	2.131340e-01	6.803332e-02	1.912931e-01	-1.232598e-01	1.572765e-01	-8.838982e-03	6.402772e-03	9.417018e-03	1.111128e-02	-1.694263e-03
48            	4.086482e-01	1.955082e-01	2.131401e-01	6.894517e-02	1.911510e-01	-1.222058e-01	1.566784e-01	-8.815968e-03	6.689152e-03	9.134484e-03	1.125639e-02	-2.121910e-03
49            	4.087258e-01	1.954837e-01	2.132420e-01	6.973463e-02	1.909915e-01	-1.212569e-01	1.561242e-01	-8.879132e-03	6.798660e-03	9.038032e-03	1.131768e-02	-2.279644e-03
50            	4.088601e-01	1.954430e-01	2.134170e-01	7.020184e-02	1.908028e-01	-1.206009e-01	1.557019e-01	-8.987014e-03	6.776056e-03	9.075581e-03	1.131385e-02	-2.238265e-03
51            	4.089884e-01	1.953846e-01	2.136038e-01	7.057081e-02	1.906855e-01	-1.201147e-01	1.554001e-01	-9.109563e-03	6.638390e-03	9.238737e-03	1.125776e-02	-2.019021e-03
52            	4.090907e-01	1.953669e-01	2.137238e-01	7.067787e-02	1.905077e-01	-1.198299e-01	1.551688e-01	-9.178415e-03	6.476539e-03	9.343893e-03	1.114849e-02	-1.804592e-03
53            	4.090797e-01	1.953417e-01	2.137381e-01	7.077342e-02	1.903293e-01	-1.195559e-01	1.549426e-01	-9.198207e-03	6.335447e-03	9.426083e-03	1.104849e-02	-1.622406e-03
54            	4.089235e-01	1.953434e-01	2.135801e-01	7.091018e-02	1.901940e-01	-1.192838e-01	1.547389e-01	-9.118348e-03	6.285224e-03	9.332888e-03	1.095167e-02	-1.618780e-03
55            	4.088071e-01	1.954057e-01	2.134014e-01	7.103373e-02	1.901275e-01	-1.190937e-01	1.546106e-01	-8.997872e-03	6.326130e-03	9.134553e-03	1.089341e-02	-1.758853e-03
56            	4.088235e-01	1.955063e-01	2.133172e-01	7.101762e-02	1.900849e-01	-1.190673e-01	1.545761e-01	-8.905464e-03	6.458256e-03	8.925985e-03	1.092125e-02	-1.995264e-03
57            	4.089509e-01	1.955402e-01	2.134108e-01	7.081168e-02	1.899601e-01	-1.191484e-01	1.545542e-01	-8.935294e-03	6.637822e-03	8.884795e-03	1.108022e-02	-2.195424e-03
58            	4.092869e-01	1.955685e-01	2.137184e-01	7.045767e-02	1.898463e-01	-1.193887e-01	1.546175e-01	-9.074925e-03	6.850463e-03	8.953416e-03	1.132717e-02	-2.373755e-03
59            	4.097570e-01	1.955484e-01	2.142085e-01	7.006094e-02	1.897322e-01	-1.196713e-01	1.547017e-01	-9.330040e-03	7.087836e-03	9.201917e-03	1.168879e-02	-2.486877e-03
60            	4.103696e-01	1.955306e-01	2.148390e-01	6.964553e-02	1.896724e-01	-1.200269e-01	1.548496e-01	-9.654182e-03	7.350715e-03	9.536410e-03	1.211892e-02	-2.582510e-03
61            	4.110792e-01	1.955051e-01	2.155741e-01	6.933029e-02	1.897190e-01	-1.203887e-01	1.550538e-01	-1.003447e-02	7.619610e-03	9.993326e-03	1.261627e-02	-2.622947e-03
62            	4.119093e-01	1.955143e-01	2.163951e-01	6.907652e-02	1.898873e-01	-1.208108e-01	1.553491e-01	-1.044042e-02	7.863267e-03	1.049888e-02	1.311271e-02	-2.613827e-03
63            	4.126678e-01	1.954942e-01	2.171736e-01	6.889182e-02	1.900619e-01	-1.211701e-01	1.556160e-01	-1.083973e-02	8.064441e-03	1.103048e-02	1.357968e-02	-2.549202e-03
64            	4.133531e-01	1.955004e-01	2.178526e-01	6.872194e-02	1.902483e-01	-1.215263e-01	1.558873e-01	-1.117611e-02	8.216603e-03	1.144997e-02	1.394159e-02	-2.491619e-03
65            	4.138613e-01	1.954324e-01	2.184289e-01	6.851352e-02	1.903547e-01	-1.218412e-01	1.560979e-01	-1.149827e-02	8.335595e-03	1.190151e-02	1.428635e-02	-2.384840e-03
66            	4.142947e-01	1.953666e-01	2.189282e-01	6.828541e-02	1.904451e-01	-1.221597e-01	1.563024e-01	-1.178080e-02	8.483128e-03	1.229926e-02	1.463276e-02	-2.333497e-03
67            	4.146202e-01	1.952075e-01	2.194127e-01	6.797208e-02	1.904194e-01	-1.224473e-01	1.564334e-01	-1.210259e-02	8.674538e-03	1.287139e-02	1.511023e-02	-2.238844e-03
68            	4.149507e-01	1.949999e-01	2.199508e-01	6.769149e-02	1.904014e-01	-1.227099e-01	1.565556e-01	-1.247546e-02	8.932405e-03	1.359094e-02	1.572787e-02	-2.136937e-03
69            	4.151378e-01	1.946755e-01	2.204623e-01	6.745467e-02	1.903050e-01	-1.228503e-01	1.565776e-01	-1.289338e-02	9.246191e-03	1.446859e-02	1.648048e-02	-2.011896e-03
70            	4.153548e-01	1.943440e-01	2.210109e-01	6.727998e-02	1.902488e-01	-1.229688e-01	1.566088e-01	-1.333344e-02	9.589227e-03	1.536698e-02	1.727272e-02	-1.905738e-03
71            	4.154483e-01	1.939561e-01	2.214922e-01	6.714257e-02	1.901130e-01	-1.229704e-01	1.565417e-01	-1.376802e-02	9.905379e-03	1.625133e-02	1.803104e-02	-1.779714e-03
72            	4.156233e-01	1.936715e-01	2.219518e-01	6.707526e-02	1.900726e-01	-1.229973e-01	1.565349e-01	-1.414017e-02	1.016959e-02	1.692982e-02	1.863450e-02	-1.704682e-03
73            	4.157418e-01	1.934342e-01	2.223076e-01	6.704055e-02	1.899993e-01	-1.229587e-01	1.564790e-01	-1.443665e-02	1.032222e-02	1.743311e-02	1.903877e-02	-1.605659e-03
74            	4.158918e-01	1.933236e-01	2.225682e-01	6.706318e-02	1.900120e-01	-1.229488e-01	1.564804e-01	-1.462227e-02	1.036726e-02	1.765214e-02	1.919333e-02	-1.541190e-03
75            	4.159740e-01	1.932537e-01	2.227203e-01	6.706569e-02	1.899830e-01	-1.229173e-01	1.564501e-01	-1.473333e-02	1.032590e-02	1.774763e-02	1.919972e-02	-1.452086e-03
76            	4.161573e-01	1.933629e-01	2.227943e-01	6.707459e-02	1.900476e-01	-1.229730e-01	1.565103e-01	-1.471571e-02	1.017024e-02	1.756010e-02	1.895029e-02	-1.390193e-03
77            	4.163227e-01	1.934658e-01	2.228569e-01	6.701827e-02	1.900690e-01	-1.230507e-01	1.565599e-01	-1.469557e-02	1.004162e-02	1.743584e-02	1.875954e-02	-1.323702e-03
78            	4.164931e-01	1.936321e-01	2.228610e-01	6.695133e-02	1.901285e-01	-1.231772e-01	1.566528e-01	-1.461447e-02	9.879438e-03	1.721463e-02	1.848675e-02	-1.272122e-03
79            	4.166190e-01	1.937494e-01	2.228696e-01	6.683370e-02	1.901483e-01	-1.233146e-01	1.567314e-01	-1.456006e-02	9.804291e-03	1.709034e-02	1.834946e-02	-1.259122e-03
80            	4.168053e-01	1.938763e-01	2.229290e-01	6.671644e-02	1.902301e-01	-1.235137e-01	1.568719e-01	-1.452638e-02	9.805666e-03	1.701388e-02	1.831260e-02	-1.298729e-03
81            	4.168310e-01	1.938171e-01	2.230139e-01	6.656335e-02	1.901967e-01	-1.236333e-01	1.569150e-01	-1.459839e-02	9.898385e-03	1.718947e-02	1.849312e-02	-1.303648e-03
82            	4.169753e-01	1.938611e-01	2.231142e-01	6.639314e-02	1.902368e-01	-1.238436e-01	1.570402e-01	-1.462650e-02	1.001356e-02	1.724458e-02	1.863585e-02	-1.391276e-03
83            	4.169794e-01	1.937537e-01	2.232257e-01	6.630420e-02	1.902109e-01	-1.239067e-01	1.570588e-01	-1.473599e-02	1.017253e-02	1.748803e-02	1.891655e-02	-1.428516e-03
84            	4.170990e-01	1.938017e-01	2.232973e-01	6.622444e-02	1.902404e-01	-1.240160e-01	1.571282e-01	-1.474780e-02	1.029034e-02	1.747558e-02	1.902813e-02	-1.552544e-03
85            	4.172275e-01	1.939146e-01	2.233129e-01	6.621125e-02	1.902497e-01	-1.240384e-01	1.571440e-01	-1.469913e-02	1.030458e-02	1.734005e-02	1.897461e-02	-1.634558e-03
86            	4.174318e-01	1.941387e-01	2.232930e-01	6.634254e-02	1.903510e-01	-1.240084e-01	1.571797e-01	-1.457716e-02	1.022943e-02	1.701891e-02	1.873888e-02	-1.719971e-03
87            	4.176281e-01	1.943924e-01	2.232358e-01	6.649517e-02	1.904395e-01	-1.239443e-01	1.571919e-01	-1.442169e-02	1.006728e-02	1.663842e-02	1.838649e-02	-1.748073e-03
88            	4.179322e-01	1.947691e-01	2.231631e-01	6.679734e-02	1.906208e-01	-1.238235e-01	1.572222e-01	-1.419700e-02	9.771717e-03	1.608083e-02	1.781213e-02	-1.731302e-03
89            	4.181570e-01	1.950952e-01	2.230618e-01	6.703272e-02	1.907425e-01	-1.237098e-01	1.572261e-01	-1.398328e-02	9.461333e-03	1.558192e-02	1.725229e-02	-1.670373e-03
90            	4.183975e-01	1.953982e-01	2.229993e-01	6.723083e-02	1.909194e-01	-1.236885e-01	1.573040e-01	-1.380054e-02	9.149680e-03	1.517014e-02	1.673475e-02	-1.564611e-03
91            	4.185706e-01	1.956122e-01	2.229583e-01	6.731434e-02	1.910251e-01	-1.237107e-01	1.573679e-01	-1.367305e-02	8.888049e-03	1.492182e-02	1.634896e-02	-1.427141e-03
92            	4.187345e-01	1.957420e-01	2.229925e-01	6.732242e-02	1.911282e-01	-1.238058e-01	1.574670e-01	-1.362526e-02	8.681461e-03	1.488547e-02	1.612419e-02	-1.238728e-03
93            	4.188305e-01	1.957798e-01	2.230508e-01	6.727383e-02	1.911949e-01	-1.239210e-01	1.575579e-01	-1.363550e-02	8.563243e-03	1.501136e-02	1.606892e-02	-1.057562e-03
94            	4.189189e-01	1.957608e-01	2.231580e-01	6.718188e-02	1.912910e-01	-1.241091e-01	1.577000e-01	-1.369860e-02	8.510270e-03	1.524212e-02	1.613133e-02	-8.892108e-04
95            	4.189207e-01	1.956532e-01	2.232674e-01	6.706312e-02	1.913273e-01	-1.242642e-01	1.577957e-01	-1.380709e-02	8.497306e-03	1.557124e-02	1.628293e-02	-7.116836e-04
96            	4.189236e-01	1.955441e-01	2.233795e-01	6.689948e-02	1.913523e-01	-1.244528e-01	1.579026e-01	-1.391770e-02	8.513763e-03	1.586688e-02	1.644720e-02	-5.803242e-04
97            	4.189304e-01	1.954307e-01	2.234997e-01	6.680578e-02	1.914066e-01	-1.246008e-01	1.580037e-01	-1.403448e-02	8.516704e-03	1.616407e-02	1.659874e-02	-4.346699e-04
98            	4.189784e-01	1.953668e-01	2.236116e-01	6.675855e-02	1.915049e-01	-1.247464e-01	1.581256e-01	-1.412239e-02	8.509205e-03	1.635871e-02	1.668856e-02	-3.298497e-04
99            	4.190371e-01	1.953576e-01	2.236794e-01	6.677559e-02	1.916055e-01	-1.248299e-01	1.582177e-01	-1.416090e-02	8.463098e-03	1.642915e-02	1.667767e-02	-2.485228e-04
100           	4.191345e-01	1.954167e-01	2.237178e-01	6.683190e-02	1.917332e-01	-1.249013e-01	1.583172e-01	-1.415056e-02	8.391038e-03	1.637242e-02	1.657725e-02	-2.048275e-04
101           	4.192216e-01	1.955146e-01	2.237069e-01	6.695476e-02	1.918759e-01	-1.249212e-01	1.583985e-01	-1.409615e-02	8.299392e-03	1.622383e-02	1.641131e-02	-1.874777e-04
102           	4.193292e-01	1.956362e-01	2.236931e-01	6.700027e-02	1.919880e-01	-1.249878e-01	1.584879e-01	-1.402847e-02	8.228067e-03	1.604426e-02	1.625020e-02	-2.059379e-04
103           	4.194299e-01	1.957340e-01	2.236959e-01	6.705050e-02	1.920834e-01	-1.250329e-01	1.585581e-01	-1.398098e-02	8.185610e-03	1.592106e-02	1.614614e-02	-2.250785e-04
104           	4.194930e-01	1.957911e-01	2.237020e-01	6.700331e-02	1.921126e-01	-1.251093e-01	1.586109e-01	-1.395547e-02	8.186030e-03	1.586123e-02	1.611665e-02	-2.554134e-04
105           	4.195541e-01	1.958118e-01	2.237423e-01	6.696861e-02	1.921451e-01	-1.251764e-01	1.586608e-01	-1.396526e-02	8.210834e-03	1.589908e-02	1.616037e-02	-2.612942e-04
106           	4.195817e-01	1.957873e-01	2.237944e-01	6.685134e-02	1.921150e-01	-1.252637e-01	1.586894e-01	-1.400353e-02	8.283609e-03	1.599431e-02	1.628076e-02	-2.864560e-04
107           	4.195699e-01	1.957278e-01	2.238421e-01	6.676743e-02	1.920561e-01	-1.252887e-01	1.586724e-01	-1.405713e-02	8.337145e-03	1.612803e-02	1.640116e-02	-2.731299e-04
108           	4.195331e-01	1.956840e-01	2.238491e-01	6.668794e-02	1.919996e-01	-1.253117e-01	1.586556e-01	-1.408255e-02	8.379003e-03	1.620465e-02	1.648133e-02	-2.766782e-04
109           	4.195034e-01	1.956832e-01	2.238202e-01	6.669998e-02	1.919697e-01	-1.252697e-01	1.586197e-01	-1.406850e-02	8.372621e-03	1.618936e-02	1.646730e-02	-2.779414e-04
110           	4.194818e-01	1.957495e-01	2.237323e-01	6.674307e-02	1.919546e-01	-1.252115e-01	1.585830e-01	-1.399144e-02	8.322463e-03	1.603595e-02	1.634044e-02	-3.044858e-04
111           	4.194721e-01	1.958291e-01	2.236430e-01	6.683748e-02	1.919583e-01	-1.251209e-01	1.585396e-01	-1.390697e-02	8.236365e-03	1.584981e-02	1.616127e-02	-3.114607e-04
112           	4.194949e-01	1.960257e-01	2.234692e-01	6.697131e-02	1.920135e-01	-1.250421e-01	1.585278e-01	-1.372173e-02	8.107486e-03	1.546670e-02	1.584084e-02	-3.741343e-04
113           	4.195363e-01	1.961578e-01	2.233784e-01	6.710540e-02	1.920847e-01	-1.249793e-01	1.585320e-01	-1.361031e-02	8.002532e-03	1.521095e-02	1.560801e-02	-3.970549e-04
114           	4.196291e-01	1.963807e-01	2.232485e-01	6.719363e-02	1.921825e-01	-1.249889e-01	1.585857e-01	-1.343390e-02	7.898078e-03	1.484270e-02	1.531943e-02	-4.767276e-04
115           	4.196418e-01	1.964652e-01	2.231766e-01	6.720997e-02	1.922046e-01	-1.249947e-01	1.585996e-01	-1.335567e-02	7.843026e-03	1.466793e-02	1.517699e-02	-5.090624e-04
116           	4.196987e-01	1.966027e-01	2.230960e-01	6.718652e-02	1.922669e-01	-1.250804e-01	1.586736e-01	-1.324662e-02	7.832751e-03	1.445650e-02	1.506100e-02	-6.045023e-04
117           	4.196825e-01	1.966204e-01	2.230621e-01	6.713373e-02	1.922725e-01	-1.251388e-01	1.587056e-01	-1.322088e-02	7.864889e-03	1.441628e-02	1.507303e-02	-6.567466e-04
118           	4.197281e-01	1.966865e-01	2.230416e-01	6.703958e-02	1.923131e-01	-1.252735e-01	1.587933e-01	-1.317752e-02	7.955754e-03	1.435600e-02	1.513375e-02	-7.777561e-04
119           	4.196751e-01	1.966803e-01	2.229948e-01	6.691822e-02	1.922622e-01	-1.253440e-01	1.588031e-01	-1.315727e-02	8.046839e-03	1.435080e-02	1.522224e-02	-8.714399e-04
120           	4.196813e-01	1.967206e-01	2.229607e-01	6.684094e-02	1.922857e-01	-1.254448e-01	1.588652e-01	-1.312003e-02	8.138620e-03	1.428935e-02	1.528330e-02	-9.939440e-04
121           	4.196268e-01	1.967647e-01	2.228621e-01	6.676450e-02	1.922616e-01	-1.254971e-01	1.588793e-01	-1.304871e-02	8.193155e-03	1.418763e-02	1.528697e-02	-1.099338e-03
122           	4.196204e-01	1.968927e-01	2.227278e-01	6.674010e-02	1.922980e-01	-1.255579e-01	1.589280e-01	-1.291756e-02	8.235263e-03	1.393214e-02	1.520133e-02	-1.269193e-03
123           	4.195789e-01	1.970250e-01	2.225538e-01	6.669271e-02	1.922783e-01	-1.255856e-01	1.589320e-01	-1.276438e-02	8.228410e-03	1.365602e-02	1.505642e-02	-1.400403e-03
124           	4.196001e-01	1.972368e-01	2.223632e-01	6.672532e-02	1.923589e-01	-1.256336e-01	1.589963e-01	-1.256321e-02	8.225024e-03	1.325627e-02	1.485316e-02	-1.596889e-03
125           	4.196038e-01	1.974114e-01	2.221924e-01	6.670924e-02	1.923957e-01	-1.256864e-01	1.590410e-01	-1.239054e-02	8.190912e-03	1.295923e-02	1.467053e-02	-1.711298e-03
126           	4.196332e-01	1.976086e-01	2.220246e-01	6.669535e-02	1.924662e-01	-1.257708e-01	1.591185e-01	-1.220798e-02	8.194893e-03	1.261471e-02	1.450225e-02	-1.887536e-03
127           	4.196005e-01	1.977413e-01	2.218592e-01	6.663797e-02	1.924764e-01	-1.258385e-01	1.591574e-01	-1.205895e-02	8.200178e-03	1.237312e-02	1.438674e-02	-2.013616e-03
128           	4.196402e-01	1.978878e-01	2.217524e-01	6.661246e-02	1.925733e-01	-1.259609e-01	1.592671e-01	-1.193226e-02	8.239987e-03	1.215414e-02	1.431706e-02	-2.162917e-03
129           	4.196287e-01	1.979559e-01	2.216728e-01	6.650910e-02	1.925685e-01	-1.260594e-01	1.593139e-01	-1.185846e-02	8.281103e-03	1.206632e-02	1.431426e-02	-2.247942e-03
130           	4.196807e-01	1.980655e-01	2.216152e-01	6.642193e-02	1.926212e-01	-1.261993e-01	1.594102e-01	-1.177481e-02	8.356813e-03	1.193878e-02	1.432620e-02	-2.387425e-03
131           	4.196882e-01	1.981189e-01	2.215693e-01	6.632657e-02	1.926129e-01	-1.262863e-01	1.594496e-01	-1.172524e-02	8.410751e-03	1.190266e-02	1.436208e-02	-2.459419e-03
132           	4.197511e-01	1.982073e-01	2.215438e-01	6.627488e-02	1.926585e-01	-1.263836e-01	1.595210e-01	-1.166828e-02	8.455339e-03	1.181596e-02	1.436332e-02	-2.547359e-03
133           	4.197752e-01	1.982774e-01	2.214978e-01	6.619532e-02	1.926303e-01	-1.264349e-01	1.595326e-01	-1.161020e-02	8.457778e-03	1.174792e-02	1.433174e-02	-2.583816e-03
